t,tx_x,tx_y,rx_x,rx_y,relay_available
71.6,2504.5850152788,-15.1400338609218,2547.06437064245,-14.0225745249255,0
71.8,2508.96658737705,-14.6678217229637,2551.23423622047,-14.4719580137669,0
72,2513.35306658885,-14.2518517088924,2555.40569875027,-14.9215136049835,0
72.2,2517.75021129763,-13.958122640872,2559.57878127292,-15.3712437816915,0
72.4,2522.15550031103,-13.8491066157008,2563.75350665178,-15.821151007862,0
72.6,2526.5614331858,-13.7546933831409,2567.9293087916,-16.2765697068603,0
72.8,2530.96736606056,-13.6602801505809,2572.10496770255,-16.7487542987793,0
73,2535.37329893532,-13.565866918021,2576.28192871038,-17.2247162482247,0
73.2,2539.77999661211,-13.539676987735,2580.46051012844,-17.7018514354919,0
73.4,2544.17756115971,-13.7114650916105,2584.64084473415,-18.1791868121142,0
73.6,2548.5591346627,-14.1836641950473,2588.82295425775,-18.656724859379,0
73.8,2552.94070816569,-14.6558632984842,2593.00686023485,-19.134468036349,0
74,2557.32228166869,-15.128062401921,2597.19258400404,-19.612418779592,0
74.2,2561.70385517168,-15.6002615053578,2601.38014670459,-20.0905795029136,0
74.4,2566.08542867467,-16.0724606087946,2605.56956927408,-20.5689525970929,0
74.6,2570.464943845,-16.5632999758979,2609.76087244617,-21.0475404296201,0
74.8,2574.84375056426,-17.060496545311,2613.95407674826,-21.5263453444372,0
75,2579.22224301491,-17.5604587588891,2618.15075597496,-21.9914280565706,0
75.2,2583.60073546556,-18.0604209724672,2622.35213334373,-22.42920108677,0
75.4,2587.97922791621,-18.5603831860453,2626.56473115401,-22.7694270253594,0
75.6,2592.35772036685,-19.0603453996234,2630.77931649896,-23.1098134850523,0
75.8,2596.7362128175,-19.5603076132014,2634.99590890444,-23.4503620428334,0
76,2601.11470526815,-20.0602698267796,2639.21452767621,-23.7910742579117,0
76.2,2605.4931977188,-20.5602320403577,2643.43519189781,-24.1319516715493,0
76.4,2609.87169016945,-21.0601942539358,2647.66115248679,-24.4230495365823,0
76.6,2614.2501826201,-21.560156467514,2651.89470495439,-24.6291838593981,0
76.8,2618.63051969615,-22.0435641642871,2656.13149539065,-24.8105405941416,0
77,2623.01516673099,-22.4827502663162,2660.37050204207,-24.9899723729189,0
77.2,2627.40780816338,-22.8375172347112,2664.61165119674,-25.1694948411431,0
77.4,2631.80044959577,-23.1922842031062,2668.8549606036,-25.3491087501046,0
77.6,2636.19309102816,-23.5470511715011,2673.10044777471,-25.5288148410665,0
77.8,2640.58573246055,-23.9018181398961,2677.34812998329,-25.7086138451827,0
78,2644.97837389293,-24.2565851082911,2681.59802426189,-25.8885064834186,0
78.2,2649.37779172023,-24.5066337766768,2685.85014740043,-26.068493466471,0
78.4,2653.77997433842,-24.711003688463,2690.10451594444,-26.2485754946914,0
78.6,2658.18297596028,-24.8973771664817,2694.36114619323,-26.4287532580079,0
78.8,2662.58597758214,-25.0837506445003,2698.62005419805,-26.6090274358505,0
79,2666.988979204,-25.270124122519,2702.8812557604,-26.7893986970763,0
79.2,2671.39198082586,-25.4564976005377,2707.14476643025,-26.9698676998959,0
79.4,2675.79498244772,-25.6428710785564,2711.41060150436,-27.1504350918016,0
79.6,2680.19798406958,-25.8292445565751,2715.67877602458,-27.3311015094961,0
79.8,2684.60098569144,-26.0156180345937,2719.94930477623,-27.5118675788229,0
80,2689.0039873133,-26.2019915126124,2724.22220228644,-27.6927339146976,0
80.2,2693.40698893515,-26.3883649906311,2728.49997572744,-27.7725327281597,0
80.4,2697.80999055701,-26.5747384686498,2732.78140462086,-27.7954571821822,0
80.6,2702.21299217887,-26.7611119466685,2737.06532551986,-27.796343809054,0
80.8,2706.61599380073,-26.9474854246872,2741.35167284365,-27.7972309381137,0
81,2711.01899542259,-27.1338589027059,2745.64045981705,-27.7981185720985,0
81.2,2715.42199704445,-27.3202323807246,2749.93169939733,-27.79900671369,0
81.4,2719.82499866631,-27.5066058587432,2754.22491765507,-27.7359229125337,0
81.6,2724.22800028817,-27.6929793367619,2758.51980412362,-27.6354825328016,0
81.8,2728.6336111308,-27.7734640264341,2762.81647600315,-27.5043476126714,0
82,2733.04047954007,-27.7955108019363,2767.11564845105,-27.3731363749067,0
82.2,2737.44742377882,-27.7964228904824,2771.41733306081,-27.2418484656731,0
82.4,2741.85436801758,-27.7973349790286,2775.72154115041,-27.1104835395442,0
82.6,2746.26131225633,-27.7982470675747,2780.02828376113,-26.9790412595392,0
82.8,2750.66819269708,-27.7907720489667,2784.33757165629,-26.8475212971603,0
83,2755.0746131052,-27.7228195485625,2788.6494153201,-26.7159233324281,0
83.2,2759.4799151985,-27.6061798323278,2792.9638249565,-26.5842470539172,0
83.4,2763.88480847983,-27.4717419825626,2797.28081048804,-26.4524921587903,0
83.6,2768.28970176117,-27.3373041327975,2801.6003815548,-26.3206583528312,0
83.8,2772.6945950425,-27.2028662830323,2805.92225732859,-26.1807424226619,0
84,2777.09948832384,-27.0684284332672,2810.24522946652,-25.999169328011,0
84.2,2781.50438160517,-26.933990583502,2814.57052218978,-25.8107253216993,0
84.4,2785.90927488651,-26.7995527337369,2818.89833582508,-25.6198659082495,0
84.6,2790.31416816784,-26.6651148839717,2823.22877759284,-25.4288905924384,0
84.8,2794.71906144918,-26.5306770342065,2827.56185541317,-25.2377990249842,0
85,2799.12395473051,-26.3962391844414,2831.86373885414,-24.7471901599745,0
85.2,2803.52884801185,-26.2618013346762,2836.12081595832,-23.9070566986651,0
85.4,2807.93261506569,-26.096303554209,2840.26147683636,-22.5894359845357,0
85.6,2812.33558774668,-25.9092873931873,2844.40467954721,-21.2710064208839,0
85.8,2816.73825285881,-25.7151269806263,2848.55043025909,-19.9517660448949,0
86,2821.14091797094,-25.5209665680653,2852.69873486078,-18.6317129826669,0
86.2,2825.54358308308,-25.3268061555042,2856.81678452449,-17.2123372341394,0
86.4,2829.94242508444,-25.0988186861447,2860.8560041607,-15.5884954695882,0
86.6,2834.27736927325,-24.3054604850138,2864.81450803717,-13.7577624931639,0
86.8,2838.52033059577,-23.1434949670261,2868.77546420401,-11.9258953789463,0
87,2842.71978110717,-21.8071665052745,2872.73887693083,-10.0928921523194,0
87.2,2846.91923161857,-20.4708380435232,2876.70475021787,-8.25875096325476,0
87.4,2851.11868212998,-19.1345095817717,2880.67308779552,-6.42347008651425,0
87.6,2855.29900103626,-17.7407484630799,2884.64389312394,-4.58704792183955,0
87.8,2859.44114842454,-16.2428394171768,2888.61716939267,-2.74948299412711,0
88,2863.44103916746,-14.3929657998507,2892.59291952029,-0.910773953590942,0
88.2,2867.44092991038,-12.5430921825245,2896.5711461541,0.929080424091279,0
88.4,2871.4408206533,-10.6932185651981,2900.55185166979,2.77008123764178,0
88.6,2875.44071139623,-8.84334494787185,2904.35572742234,4.89253465650386,0
88.8,2879.44060213915,-6.99347133054555,2907.7001347881,7.73827554423843,0
89,2883.44049288207,-5.14359771321927,2910.39842286309,11.1971113521946,0
89.2,2887.44038362499,-3.29372409589281,2913.0468841842,14.7066805770244,0
89.4,2891.44027436792,-1.44385047856655,2915.69699583546,18.2184367123652,0
89.6,2895.44016511084,0.406023138759715,2918.34875830919,21.7323804106171,0
89.8,2899.44005585376,2.25589675608598,2920.45068836066,25.585447790035,0
90,2903.43682722389,4.11064669236844,2921.97650336587,29.6881914554396,0
90.2,2906.79316790147,6.96654158038883,2922.89417128874,34.0021225893064,0
90.4,2909.68887298469,10.2568618583168,2923.81240948425,38.3187345588698,0
90.6,2912.34347415623,13.7745672148573,2924.73121780977,42.6380266935519,0
90.8,2914.99807532778,17.2922725713972,2925.65059606012,46.9599980288635,0
91,2917.65267649932,20.8099779279374,2926.57054396763,51.2846473065115,0
91.2,2919.94847582561,24.5468977136899,2927.49106120217,55.6119729745368,0
91.4,2921.73631673643,28.5590808557685,2928.41214737117,59.9419731874835,0
91.6,2922.65325413791,32.8695778291075,2929.33380201968,64.2746458066003,0
91.8,2923.57019153939,37.1800748024465,2930.25602463039,68.6099884000793,0
92,2924.48712894087,41.4905717757854,2931.17881462371,72.947998243317,0
92.2,2925.40406634235,45.8010687491244,2932.10217135785,77.288672319218,0
92.4,2926.32100374383,50.1115657224633,2933.02609412886,81.632007318523,0
92.6,2927.23794114531,54.4220626958022,2933.95058217071,85.977999640172,0
92.8,2928.15487854679,58.7325596691416,2934.87563465538,90.3266453917008,0
93,2929.07181594828,63.0430566424809,2935.80125069297,94.6779403896654,0
93.2,2929.98875334976,67.3535536158194,2936.72742933177,99.0318801601013,0
93.4,2930.90569075124,71.6640505891587,2937.65416955837,103.388459939019,0
93.6,2931.82262815272,75.9745475624976,2938.58147029778,107.747674672917,0
