Scene,SceneRole,GeometryType,Config,Stage,BaselineMethod,ProposedMethod,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.642363636363636,0.0310935237429802,0.620545454545455,0.0292025917425094,-0.0218181818181819,-2.18181818181818,-0.0242075790395599,-0.0194287845968038,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.959219858156028,-1.4734574724358,Meaningful,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.286,0.0313420511348117,0.228,0.03498499786906,-0.0580000000000001,-5.80000000000002,-0.0607942041227048,-0.0552057958772954,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-3.34947906582127,Meaningful,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0292929961629877,0.00200585848937878,0.0361050542017303,0.00208359073415084,0.00681205803874259,23.2549036665282,0.00656248205024588,0.0070616340272393,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,4.40436135055044,Meaningful,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,3.10227272727273,0,3.8203090909091,0.0250325205921904,0.718036363636366,23.1454945054945,0.713997008985371,0.722075718287361,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,28.6841415346874,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10013,HeldOutHighNLOS,ShortHighNLOS,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,0.642363636363636,0.0310935237429802,0.620545454545455,0.0292025917425094,-0.0218181818181819,-2.18181818181818,-0.0242075790395599,-0.0194287845968038,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.959219858156028,-1.4734574724358,Meaningful,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0120674774545689,0.000221077232603464,0.0120674774545689,0.000221077232603464,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2.52,4.48597845338221e-16,3.09847272727273,0.0165923411586181,0.578472727272729,22.9552669552671,0.575795316095412,0.581150138450047,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,34.8638399935665,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0120674774545689,0.000221077232603464,0.0120674774545689,0.000221077232603464,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10007,HeldOutLongMixed,LongMixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,2.52,4.48597845338221e-16,3.11329090909091,0.0295818328918376,0.59329090909091,23.5432900432901,0.588517457938178,0.598064360243643,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,20.0559211885283,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10007,HeldOutLongMixed,LongMixed,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.999272727272727,0.00249134105107153,1,0,0.000727272727272723,0.0727272727272688,0.00032525927342183,0.00112928618112362,0.0389998213215357,p = 0.039,0.155999285286143,p = 0.156,*,n.s.,1,0.291920179679905,Below1pp,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.000727272727272723,0.00249134105107153,0,0,-0.000727272727272723,-0.0727272727272723,-0.00112928618112362,-0.00032525927342183,0.0389998213215357,p = 0.039,0.155999285286143,p = 0.156,*,n.s.,-1,-0.291920179679905,Below1pp,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0120604644943933,0.000216582829785534,0.0120674774545689,0.000221077232603464,7.01296017559794e-06,0.0581483422869793,3.04919671899703e-06,1.09767236321989e-05,0.0435113770374134,p = 0.04351,0.155999285286143,p = 0.156,*,n.s.,1,0.285496669699611,Sub-ms,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,1,0,1.43858181818182,0.0624036879778209,0.438581818181818,43.8581818181818,0.428512092029227,0.448651544334408,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,7.02813939999341,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,Default,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,TimelyRate,0.949454545454546,0.0211141833069109,0.987636363636364,0.0100193774140185,0.0381818181818182,3.81818181818182,0.0350313804681205,0.0413322558955159,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.95565890939894,Meaningful,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,LossRate,0.0505454545454545,0.0211141833069107,0.0123636363636363,0.0100193774140187,-0.0381818181818182,-3.81818181818182,-0.0413322558955159,-0.0350313804681205,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.95565890939895,Meaningful,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgDelay,0.0123532135685079,0.000224174654272352,0.0127767240136513,0.000349411649248964,0.00042351044514334,3.42834229162035,0.000378470847872748,0.000468550042413932,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,0.993197278911565,1.51731947018125,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,AvgTxCost,1,0,1.46764545454545,0.103268505835616,0.467645454545455,46.7645454545455,0.450981606499784,0.484309302591125,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,4.52844214953451,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10015,HeldOutBoundary,LongLowNLOS,ForestGeometry,PosDeg_Emerg,Link-delay-aware,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,0.998181818181818,0.00449883326641263,0.994545454545455,0.00687208132744042,-0.0036363636363636,-0.363636363636355,-0.00457356233309673,-0.00269916493963047,9.55496628840535e-06,p = 9.555e-06,2.86648988652161e-05,p = 2.866e-05,***,***,-1,-0.626099033699942,Below1pp,0.00210209258344918,p = 0.002102,**
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,LossRate,0.00181818181818181,0.00449883326641266,0.00545454545454544,0.00687208132744049,0.00363636363636363,0.363636363636363,0.00269916493963049,0.00457356233309677,9.55496628840535e-06,p = 9.555e-06,2.86648988652161e-05,p = 2.866e-05,***,***,1,0.62609903369994,Below1pp,0.00210209258344918,p = 0.002102,**
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0140311460160253,0.000460481602886679,0.0132165268086994,0.000391207069676156,-0.000814619207325902,-5.80579238784564,-0.000864174798895721,-0.000765063615756083,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-2.6525854569368,Sub-ms,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,3.27499818181818,0.163980447857279,2.87365454545455,0.157359032374996,-0.401343636363637,-12.2547743260371,-0.412555964580798,-0.390131308146476,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-5.77601060944075,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,0.834181818181818,0.00791249153855981,0.834363636363636,0.00847446135120799,0.000181818181818199,0.0181818181818172,-0.000179945371040008,0.000543581734676405,0.566331613032444,p = 0.5663,0.634621055329455,p = 0.6346,n.s.,n.s.,0.333333333333333,0.0810998224908942,Below1pp,1,p = 1,n.s.
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,LossRate,0.164545454545455,0.00922900675555315,0.165090909090909,0.00887688700812209,0.00054545454545454,0.0545454545454543,8.53672964298095e-05,0.00100554179447927,0.176142374563625,p = 0.1761,0.528427123690876,p = 0.5284,n.s.,n.s.,0.6,0.191304757843196,Below1pp,1,p = 1,n.s.
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0127516928559676,0.000806407446442332,0.0126971072048102,0.000736000677413213,-5.4585651157482e-05,-0.428065918572812,-9.50196368199072e-05,-1.41516654950568e-05,0.12347083334596,p = 0.1235,0.49388333338384,p = 0.4939,n.s.,n.s.,-0.722222222222222,-0.217840861571753,Sub-ms,1,p = 1,n.s.
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,3.66177818181818,0.264388378004816,3.36152727272727,0.234489633949461,-0.300250909090909,-8.19959304421397,-0.3127727312542,-0.287729086927618,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-3.86922693851263,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10014,Primary,CurvedBlind,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,EmgTimely,0.02,0.0642416074439621,0.0233333333333333,0.0753675799587829,0.00333333333333332,0.333333333333332,-0.000470059210666592,0.00713672587733323,0.317310527664727,p = 0.3173,0.634621055329455,p = 0.6346,n.s.,n.s.,1,0.141421356237309,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0121276004362079,0.00022083992172128,0.0121276004362079,0.00022083992172128,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10006,Reference,Mixed,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,2.65581818181818,0.0306383427293576,3.15,8.97195690676443e-16,0.494181818181818,18.607516943931,0.489237884080303,0.499125752283333,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,16.1295218395835,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,0.893454545454545,0.00451380446674874,0.893636363636364,0.00527534961339992,0.000181818181818176,0.0181818181818172,-0.000446174881299616,0.000809811244935969,0.74113533235088,p = 0.7411,1,p = 1,n.s.,n.s.,0.111111111111111,0.046718605098619,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,LossRate,0.104,0.00640458597711059,0.105454545454545,0.00580796877272669,0.00145454545454544,0.145454545454544,0.000835710380263926,0.00207338052882696,0.00732033016993516,p = 0.00732,0.0219609905098055,p = 0.02196,**,*,1,0.379279858428014,Below1pp,1,p = 1,n.s.
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0124428820604661,0.000560023665159734,0.0122970666832939,0.000468400111259789,-0.000145815377172198,-1.17187783717316,-0.000195349275217474,-9.6281479126922e-05,0.000782727040586462,p = 7.827e-04,0.00313090816234585,p = 0.003131,***,**,-1,-0.47501598329762,Sub-ms,0.165155405563743,p = 0.1652,n.s.
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,2.92633090909091,0.0878078038095125,3.1536,0.00829128990434842,0.227269090909091,7.76634967026656,0.213528172041566,0.241010009776616,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.66889816284891,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10006,Reference,Mixed,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,EmgTimely,0.893454545454545,0.00451380446674874,0.893636363636364,0.00527534961339992,0.000181818181818176,0.0181818181818172,-0.000446174881299616,0.000809811244935969,0.74113533235088,p = 0.7411,1,p = 1,n.s.,n.s.,0.111111111111111,0.046718605098619,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0120674774545689,0.000221077232603464,0.0120674774545689,0.000221077232603464,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10011,Boundary,Open,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,3.01821818181818,0.169588009899591,2.71054545454546,0.166292298948245,-0.307672727272728,-10.1938530861074,-0.318127772501142,-0.297217682044314,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-4.74865358233906,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,0.991636363636364,0.00838442202159419,0.988727272727273,0.0094653855367732,-0.00290909090909088,-0.290909090909097,-0.00371747571813034,-0.00210070610005142,4.02582166221244e-05,p = 4.026e-05,0.000120774649866373,p = 1.208e-04,***,***,-1,-0.580692949049038,Below1pp,0.00877629122362311,p = 0.008776,**
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,LossRate,0.00836363636363635,0.00838442202159427,0.0112727272727273,0.00946538553677331,0.00290909090909091,0.290909090909091,0.00210070610005144,0.00371747571813037,4.02582166221244e-05,p = 4.026e-05,0.000120774649866373,p = 1.208e-04,***,***,1,0.580692949049038,Below1pp,0.00877629122362311,p = 0.008776,**
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0135925010044667,0.000481930605452835,0.0134575453233072,0.000434349098824657,-0.00013495568115958,-0.992868649523957,-0.00015583434835108,-0.00011407701396808,1.65201186064223e-13,p = 1.652e-13,6.60804744256893e-13,p = 6.608e-13,***,***,-1,-1.04302760628617,Sub-ms,4.13002965160558e-11,p = 4.130e-11,***
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,3.16769090909091,0.23793031588415,2.93503636363636,0.202625556651837,-0.232654545454546,-7.34461006870508,-0.241945387107083,-0.22336370380201,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-4.04076772786113,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10011,Boundary,Open,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0120674774545689,0.000221077232603464,0.0120674774545689,0.000221077232603464,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,3.00338181818182,0.0286651591241604,3.15,8.97195690676443e-16,0.146618181818181,4.88176964149497,0.141992649067563,0.151243714568798,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,5.11485672146868,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,0.472181818181818,0.0304799412292496,0.434545454545455,0.0331105163220312,-0.0376363636363637,-3.76363636363637,-0.0420122887727718,-0.0332604384999557,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.972789115646258,-1.38785845603452,Meaningful,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,LossRate,0.323090909090909,0.0399531687399083,0.278909090909091,0.0370728611188816,-0.0441818181818182,-4.41818181818182,-0.0489607045235837,-0.0394029318400527,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.964285714285714,-1.4918470017517,Meaningful,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0521448922102114,0.00242724660780576,0.0578285478911286,0.00212387888487855,0.00568365568091719,10.8997361774279,0.00533258558251645,0.00603472577931794,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.61240991018891,Meaningful,8.90029543402881e-306,p < 1e-15,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,4.26142909090909,0.148866316921298,4.42575272727273,0.0133160783385122,0.164323636363638,3.85606877078373,0.141109061542532,0.187538211184744,6.66133814775094e-16,p < 1e-15,6.66133814775094e-16,p < 1e-15,***,***,0.91921568627451,1.14221196818208,SeeDelta,1.67865721323324e-13,p = 1.679e-13,***
10019,DenseBlind,ShortRangeOccluded,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,EmgTimely,0.472181818181818,0.0304799412292496,0.434545454545455,0.0331105163220312,-0.0376363636363637,-3.76363636363637,-0.0420122887727718,-0.0332604384999557,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.972789115646258,-1.38785845603452,Meaningful,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0120674774545689,0.000221077232603464,0.0120674774545689,0.000221077232603464,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10017,LongRange,LongMixed,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,3.01694545454546,0.169523929356268,2.70870909090909,0.165322287043686,-0.308236363636364,-10.2168358122604,-0.318878270725978,-0.29759445654675,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-4.67381817322205,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,1,0,0.999818181818182,0.00128564869306644,-0.000181818181818181,-0.0181818181818172,-0.000389275956945448,2.56395933090868e-05,0.317310527664727,p = 0.3173,1,p = 1,n.s.,n.s.,-1,-0.141421356237309,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,LossRate,0,0,0.000181818181818181,0.00128564869306644,0.000181818181818181,0.0181818181818181,-2.56395933090868e-05,0.000389275956945448,0.317310527664727,p = 0.3173,1,p = 1,n.s.,n.s.,1,0.141421356237309,Below1pp,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgDelay,0.0120674774545689,0.000221077232603464,0.012065870348222,0.000220349459202866,-1.60710634695801e-06,-0.0133176660408943,-3.44084323618852e-06,2.26630542272507e-07,0.317310527664727,p = 0.3173,1,p = 1,n.s.,n.s.,-1,-0.141421356237309,Sub-ms,1,p = 1,n.s.
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,AvgTxCost,3.09669090909091,0.266266945034262,2.81161818181818,0.239452085108011,-0.285072727272728,-9.20572106295285,-0.294222978329035,-0.275922476216421,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-5.02724515166212,SeeDelta,8.90029543402881e-306,p < 1e-15,***
10017,LongRange,LongMixed,ForestGeometry,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10013,HeldOutHighNLOS,ShortHighNLOS,Default,PosDeg_Emerg,Confidence-heuristic,Risk-constrained-v6,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
