Config,Profile,Vegetation,Variant,Method,Stage,TimelyRateMean,TimelyRateStd,TimelyRateCI95,LossRateMean,LossRateStd,LossRateCI95,AvgDelayMean,AvgDelayStd,AvgDelayCI95,AvgTxCostMean,AvgTxCostStd,AvgTxCostCI95,EmergencyTimelyRateMean,EmergencyTimelyRateStd,EmergencyTimelyRateCI95
FG_Curved_Dense_Plus,Curved,Dense,Plus,Oracle,Full,0.953577371048253,0.0222330322860155,0.0137801761779103,0.0158069883527454,0.00986713636974885,0.00611571448273078,0.0198252357535206,0.0019846268685194,0.00123008447717741,2.32567886855241,0.127096339044493,0.0787751270753188,0.843245111977936,0.0768272554626718,0.0476180262737646
FG_Straight_Sparse_Base,Straight,Sparse,Base,Link-delay-aware,Normal,0.9592,0.00590291829898098,0.00365866666666667,0.0408,0.00590291829898098,0.00365866666666667,0.0124431622441531,0.000514603840631876,0.000318954764897138,1.03568,2.3405556457178e-16,1.45069141884354e-16,NaN,NaN,NaN
FG_Straight_Sparse_Base,Straight,Sparse,Base,Link-delay-aware,Coop_1,0.998,0.00322030594359767,0.00199596630269189,0.00200000000000001,0.00322030594359767,0.00199596630269189,0.0120723361746179,0.000164126205188819,0.000101726475894896,1,0,0,NaN,NaN,NaN
FG_Straight_Sparse_Base,Straight,Sparse,Base,Link-delay-aware,LinkDeg_Emerg,1,0,0,0,0,0,0.0120326630852676,0.000196739915300409,0.000121940662847509,1.23076923076923,2.3405556457178e-16,1.45069141884354e-16,NaN,NaN,NaN
FG_Straight_Sparse_Base,Straight,Sparse,Base,Link-delay-aware,PosDeg_Emerg,0.999090909090909,0.00287479787288033,0.00178181818181817,0.000909090909090904,0.00287479787288033,0.00178181818181817,0.0122816106508252,0.000237106197398867,0.000146959943699895,2.215,4.6811112914356e-16,2.90138283768708e-16,0.997674418604651,0.00735413409341485,0.00455813953488373
FG_Straight_Sparse_Base,Straight,Sparse,Base,Link-delay-aware,Recovery,1,0,0,0,0,0,0.012041235638676,9.0951298890675e-05,5.63721990864746e-05,2.18675496688742,0,0,1,0,0
FG_Straight_Sparse_Base,Straight,Sparse,Base,Link-delay-aware,Full,0.990848585690516,0.00179721039889292,0.00111392254582811,0.00915141430948418,0.00179721039889292,0.00111392254582811,0.0121737998287962,0.000146265538120811,9.06563197557813e-05,1.55292845257904,0,0,0.999065420560748,0.00295539968240036,0.00183177570093458
FG_Straight_Sparse_Base,Straight,Sparse,Base,Confidence-driven,Normal,0.964,0.00679869268479039,0.00421387338311071,0.036,0.00679869268479039,0.00421387338311071,0.0128787097239445,0.00051781931719975,0.000320947737921745,1.074064,0.0205071625427691,0.0127104710285584,NaN,NaN,NaN
FG_Straight_Sparse_Base,Straight,Sparse,Base,Confidence-driven,Coop_1,0.998,0.00322030594359767,0.00199596630269189,0.00200000000000001,0.00322030594359767,0.00199596630269189,0.0121266964847084,0.000177417048773457,0.000109964226094384,1.00443333333333,0.010159286939107,0.00629679128163261,NaN,NaN,NaN
FG_Straight_Sparse_Base,Straight,Sparse,Base,Confidence-driven,LinkDeg_Emerg,1,0,0,0,0,0,0.0120326630852676,0.000196739915300409,0.000121940662847509,1.23076923076923,2.3405556457178e-16,1.45069141884354e-16,NaN,NaN,NaN
